feature0,feature1,feature2,date,weather,target,year,month,day,weather_cloudy,weather_rainy,weather_sunny
0.30969024595258116,-0.5844884499980426,0.7389939229043155,1609459200000000000,sunny,41.26978316781721,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
-0.27635104715336967,0.32003893142421075,-0.5880397514681872,1609459200000000000,sunny,-147.974545241044,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
0.5141434109566011,-0.02114926309399021,2.0976001655397085,1609459200000000000,cloudy,204.59748555803523,0.0,-1.2045560582883603,-1.6672146749854944,1.4678467673746172,-0.4380583445501704,-1.022247413814838
-0.5743823879496885,-1.15036826597409,-1.2455482785477532,1609459200000000000,cloudy,-119.53589224143434,0.0,-1.2045560582883603,-1.6672146749854944,1.4678467673746172,-0.4380583445501704,-1.022247413814838
0.13867654792243367,0.2775712792931948,-0.43568318053330335,1609459200000000000,cloudy,-34.25300712957124,0.0,-1.2045560582883603,-1.6672146749854944,1.4678467673746172,-0.4380583445501704,-1.022247413814838
1.1124155867129317,-0.48092711083569434,0.6143106938559859,1609459200000000000,sunny,127.34233685264358,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
-1.0584574487241556,1.1993129115806938,-1.0944868466526865,1609459200000000000,sunny,-72.75570512742225,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
-0.7694782785894531,0.5277069881629612,1.3575618663781792,1609459200000000000,sunny,-9.792822816869982,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
-0.3508656662316277,-0.11719113454891905,-0.46313428767978737,1609459200000000000,sunny,3.1811537799277048,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
-3.032215330852877,0.604348108126003,-0.40404817417475586,1609459200000000000,cloudy,-240.04591295684025,0.0,-1.2045560582883603,-1.6672146749854944,1.4678467673746172,-0.4380583445501704,-1.022247413814838
0.6269272766510803,-0.33596691174303545,0.8225119893690109,1609459200000000000,sunny,121.74670394585695,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
